日期,姓名,年龄,工资,邮箱,手机号,地址,部门,产品编码,订单金额,客户评分,物流时效,评价数量
2024-12-05,张三,29,7752,user704@example.com,17118429059,北京市朝阳区建国路24号,市场部,PRD5332,3307.69,84.0,37.1,106
2023-08-15,孙八,26,10877,user226@example.com,18390583872,北京市朝阳区建国路95号,销售部,PRD6352,6491.16,89.6,delayed,103
2024-01-05,周九,38,18400,user369@example.com,15454306128,北京市朝阳区建国路40号,销售部,PRD7175,4044.99,76.7,41.0,100
2024-08-30,张三,36,7162,user607@example.com,19349782917,北京市朝阳区建国路50号,技术部,PRD1323,5840.77,64.5,2.5,98
2023-12-24,吴十,58,5338,user357@example.com,17583956045,北京市朝阳区建国路10号,市场部,PRD4658,1898.5,76.5,17.7,82
2024-10-14,钱七,29,15321,user652@example.com,19136090825,北京市朝阳区建国路85号,销售部,PRD8720,3626.59,66.8,16.5,97
2024-01-12,赵六,31,18849,user376@example.com,17643893416,北京市朝阳区建国路97号,市场部,PRD6698,2537.37,100,10.0,106
2023-12-19,李四,34,12982,user352@example.com,17412247533,北京市朝阳区建国路51号,人事部,PRD9657,967.68,91.0,49.1,100
2023-09-12,孙八,48,7074,user254@example.com,18105542130,北京市朝阳区建国路12号,人事部,PRD2810,5028.0,84.6,27.6,116
2025-09-10,孙八,45,14579,user983@example.com,15980369097,北京市朝阳区建国路4号,销售部,PRD6888,6013.45,84.2,10.9,112
2023-05-31,李四,52,8675,user150@example.com,18915918324,北京市朝阳区建国路13号,人事部,PRD8874,1814.28,77.0,17.2,83
2023-09-25,王五,27,7969,user267@example.com,15505651518,北京市朝阳区建国路35号,市场部,PRD7426,2579.23,95.5,13.5,111
2024-03-07,周九,43,5920,user431@example.com,19677562667,北京市朝阳区建国路95号,销售部,PRD7034,2329.74,97.3,21.2,95
2025-05-12,赵六,42,18621,user862@example.com,17480693149,北京市朝阳区建国路14号,人事部,PRD7646,5603.62,88.4,11.5,103
2024-10-25,王五,51,14882,user663@example.com,17615052279,北京市朝阳区建国路78号,技术部,PRD1012,1735.01,93.6,41.8,115
2025-04-11,赵六,34,8788,user831@example.com,17655754193,北京市朝阳区建国路81号,人事部,PRD8269,2838.66,91.5,4.3,84
2024-01-06,赵六,47,10387,user370@example.com,18528409276,北京市朝阳区建国路42号,技术部,PRD7128,1154.34,94.2,36.3,107
2025-05-03,张三,56,8762,user853@example.com,13722666598,北京市朝阳区建国路81号,人事部,PRD7485,5363.19,60.1,30.9,100
2024-03-02,吴十,21,12694,user426@example.com,15798145273,北京市朝阳区建国路42号,市场部,PRD3857,6519.83,89.1,2.3,104
2024-11-07,李四,49,19749,user676@example.com,13377947206,北京市朝阳区建国路1号,技术部,PRD4011,4649.41,88.9,26.6,139
2024-02-17,钱七,29,14374,user412@example.com,13784132611,北京市朝阳区建国路81号,市场部,PRD9324,2022.85,79.5,22.3,98
2024-04-19,张三,58,15816,user474@example.com,17913721242,北京市朝阳区建国路44号,技术部,PRD9938,4371.37,77.7,7.0,96
2023-07-28,孙八,22,15953,user208@example.com,18885176557,北京市朝阳区建国路69号,技术部,PRD5919,inf,81.3,29.5,91
2023-10-17,周九,23,12679,user289@example.com,18726934784,北京市朝阳区建国路88号,销售部,PRD3633,4840.8,98.4,10.0,97
2024-03-22,孙八,50,14996,user446@example.com,15115931888,北京市朝阳区建国路46号,技术部,PRD6117,2934.1,57.5,34.8,96
2025-07-17,钱七,25,12294,user928@example.com,18920861766,北京市朝阳区建国路82号,技术部,PRD9456,2161.42,79.7,10.2,93
2025-03-25,赵六,49,16536,user814@example.com,15824984917,北京市朝阳区建国路63号,人事部,PRD7580,1248.0,91.4,5.0,89
2024-09-11,周九,44,9311,user619@example.com,17279328848,北京市朝阳区建国路18号,销售部,PRD9370,5037.34,87.0,10.3,105
2023-05-21,钱七,21,19294,user140@example.com,17220299169,北京市朝阳区建国路23号,技术部,PRD6171,1918.4,87.8,30.0,102
2024-05-16,吴十,38,9805,user501@example.com,19683941382,北京市朝阳区建国路83号,人事部,PRD8523,3161.46,81.1,27.7,106
2025-06-28,张三,59,14905,user909@example.com,13636869620,北京市朝阳区建国路40号,技术部,PRD5882,1776.38,100,68.3,107
2025-04-17,周九,30,18631,user837@example.com,18355427317,北京市朝阳区建国路94号,技术部,PRD9055,1553.87,98.6,38.6,91
2024-05-01,钱七,36,13623,user486@example.com,19369585394,北京市朝阳区建国路45号,人事部,PRD6542,10346.98,85.9,10.1,94
2023-12-26,钱七,25,17254,user359@example.com,13663035868,北京市朝阳区建国路19号,人事部,PRD9389,1848.97,67.1,42.6,105
2023-13-01,吴十,41,8072,user15@example.com,19761189546,北京市朝阳区建国路3号,技术部,PRD2909,14200.18,77.8,11.5,82
2024-08-14,赵六,35,14105,user591@example.com,17308198465,北京市朝阳区建国路48号,销售部,PRD7500,2219.46,85.3,14.5,87
2025-06-21,赵六,38,8144,user902@example.com,18218958834,北京市朝阳区建国路71号,销售部,PRD6857,4533.72,92.1,25.8,93
2024-12-04,孙八,23,14077,user703@example.com,13186953926,北京市朝阳区建国路52号,市场部,PRD2727,3073.38,63.7,70.4,100
2023-02-22,周九,23,"5,000",user52@example.com,17538722237,北京市朝阳区建国路11号,销售部,PRD8039,2140.69,84.9,5.2,94
2025-03-17,吴十,52,17091,user806@example.com,15924076207,北京市朝阳区建国路40号,人事部,PRD4310,7866.18,83.3,26.9,115
2024-09-02,王五,39,6591,user610@example.com,19655664855,北京市朝阳区建国路33号,市场部,PRD5544,2448.58,89.3,25.4,102
2024-08-21,赵六,47,9036,user598@example.com,18377881885,北京市朝阳区建国路96号,市场部,PRD7808,3772.34,81.6,36.2,97
2023-02-15,李四,,11783,user45@example.com,15364674595,北京市朝阳区建国路46号,销售部,PRD6562,2345.42,77.3,7.1,92
2024-07-27,钱七,30,11881,user573@example.com,15525250886,北京市朝阳区建国路47号,人事部,PRD9497,1886.29,98.3,3.4,92
2025-08-12,李四,32,8665,user954@example.com,18720157231,北京市朝阳区建国路90号,人事部,PRD2249,1214.49,84.3,16.9,85
2025-05-19,张三,20,17529,user869@example.com,17391111353,北京市朝阳区建国路50号,市场部,PRD7947,2670.66,88.6,17.7,111
2025-05-13,张三,29,18397,user863@example.com,17109350687,北京市朝阳区建国路7号,销售部,PRD8121,1637.89,75.6,28.0,102
2025-01-26,孙八,27,8778,user756@example.com,15217955042,北京市朝阳区建国路66号,技术部,PRD2517,3340.33,69.6,8.3,106
2025-07-09,赵六,44,5207,user920@example.com,15532726576,北京市朝阳区建国路47号,销售部,PRD3302,1026.86,89.6,24.0,97
2024-10-16,周九,36,16521,user654@example.com,19187176800,北京市朝阳区建国路58号,技术部,PRD4086,4330.01,84.1,7.6,92
2024-09-22,周九,45,14908,user630@example.com,17935478225,北京市朝阳区建国路58号,技术部,PRD3252,6999.88,87.3,29.9,121
2025-09-21,王五,56,15817,user994@example.com,15342049496,北京市朝阳区建国路21号,技术部,PRD6462,2939.13,90.2,8.0,104
2024-04-06,李四,48,17984,user461@example.com,13136021110,北京市朝阳区建国路30号,销售部,PRD3204,2496.67,87.9,21.8,83
2024-07-19,周九,44,6290,user565@example.com,15376869482,北京市朝阳区建国路83号,销售部,PRD1000,2478.04,100,39.3,91
2025-01-23,钱七,45,8093,user753@example.com,13276567528,北京市朝阳区建国路6号,销售部,PRD5516,3933.57,92.1,42.7,97
2025-05-24,孙八,30,16040,user874@example.com,19898725151,北京市朝阳区建国路89号,销售部,PRD1694,3422.21,100,66.7,94
2024-11-25,孙八,53,6265,user694@example.com,19682558857,北京市朝阳区建国路97号,人事部,PRD1228,4463.63,67.7,4.1,111
2025-03-26,张三,50,17157,user815@example.com,13396393067,北京市朝阳区建国路94号,人事部,PRD8790,2959.41,95.6,19.5,80
2023-05-18,孙八,26,15998,user137@example.com,19674628550,北京市朝阳区建国路70号,技术部,PRD3166,2917.89,73.9,73.7,94
2025-07-02,王五,33,18629,user913@example.com,19662907020,北京市朝阳区建国路96号,人事部,PRD9464,4316.51,81.6,4.4,97
2023-02-03,zhang san,40,19579,user33@example.com,19592756263,北京市朝阳区建国路85号,技术部,PRD5728,2067.57,100,17.3,95
2025-06-24,李四,23,5552,user905@example.com,17575991846,北京市朝阳区建国路72号,技术部,PRD9710,2174.12,97.3,34.0,95
2023-12-22,周九,27,16855,user355@example.com,18377211365,北京市朝阳区建国路94号,技术部,PRD3061,4459.55,75.7,13.9,97
2025-08-07,周九,29,7356,user949@example.com,17606697218,北京市朝阳区建国路85号,人事部,PRD8487,1712.07,85.8,7.8,91
2025-05-11,钱七,24,13783,user861@example.com,13382712519,北京市朝阳区建国路77号,市场部,PRD9828,1209.73,96.4,11.8,110
2024-04-13,赵六,28,12069,user468@example.com,17664814404,北京市朝阳区建国路32号,人事部,PRD2142,1161.51,80.8,3.9,98
2025-09-16,孙八,59,9703,user989@example.com,18275259548,北京市朝阳区建国路7号,市场部,PRD7549,2871.77,98.8,6.4,103
2025-04-01,李四,56,14208,user821@example.com,13938458230,北京市朝阳区建国路94号,销售部,PRD3707,3358.9,99.4,11.0,116
2023-09-22,周九,33,16145,user264@example.com,15831719840,北京市朝阳区建国路48号,销售部,PRD7592,4362.64,100,24.8,78
2023-06-21,周九,56,13966,user171@example.com,17132397532,北京市朝阳区建国路60号,技术部,PRD9592,2562.11,97.7,10.2,90
2024-12-06,李四,36,13213,user705@example.com,15636374510,北京市朝阳区建国路54号,市场部,PRD7027,3450.84,79.0,27.8,98
2023-10-01,周九,41,18887,user273@example.com,18123018504,北京市朝阳区建国路14号,人事部,PRD5737,2773.24,100,17.5,114
2025-02-28,赵六,44,5984,user789@example.com,19732350057,北京市朝阳区建国路27号,技术部,PRD8971,2079.22,97.5,10.8,98
2024-10-22,张三,23,10343,user660@example.com,13508105187,北京市朝阳区建国路51号,技术部,PRD3000,1173.5,83.7,9.3,94
2023-09-21,钱七,52,13646,user263@example.com,13625363210,北京市朝阳区建国路77号,销售部,PRD4242,3997.85,95.9,15.6,103
2025-01-05,赵六,37,18025,user735@example.com,18251384295,北京市朝阳区建国路56号,销售部,PRD3439,3265.13,92.8,26.5,84
2025-04-12,周九,25,15960,user832@example.com,17186121848,北京市朝阳区建国路97号,销售部,PRD4470,3672.42,82.8,17.8,89
2024-06-05,周九,31,16593,user521@example.com,19628614011,北京市朝阳区建国路62号,市场部,PRD8447,3408.21,73.9,10.7,111
2024-01-31,张三,48,13007,user395@example.com,18510579970,北京市朝阳区建国路27号,市场部,PRD9693,3541.39,82.3,16.8,105
2025-06-27,周九,37,8911,user908@example.com,19140536911,北京市朝阳区建国路90号,人事部,PRD3500,2236.57,82.2,32.3,99
2024-10-23,孙八,20,18836,user661@example.com,19756756453,北京市朝阳区建国路44号,人事部,PRD9399,4869.44,90.8,1.8,107
2023-03-22,钱七,28,18671,user80@example.com,17416629653, 北京市朝阳区建国路1号 ,市场部,PRD7117,1612.41,82.7,5.3,109
2023-09-03,周九,27,12184,user245@example.com,17405241237,北京市朝阳区建国路2号,销售部,PRD2487,3621.4,92.3,3.7,101
2024-04-08,赵六,44,8511,user463@example.com,13356445515,北京市朝阳区建国路40号,销售部,PRD1720,2439.89,80.8,32.7,94
2025-03-28,王五,28,6875,user817@example.com,17512911754,北京市朝阳区建国路75号,技术部,PRD7231,3707.74,86.5,39.5,91
2025-01-18,钱七,28,6823,user748@example.com,13159425671,北京市朝阳区建国路12号,人事部,PRD9232,1268.54,73.0,2.0,92
2023-04-16,王五,41,19925,user105@example.com,17520858799,北京市朝阳区建国路54号,市场部,PRD1234 ,2265.93,81.9,55.1,99
2025-09-03,王五,59,5158,user976@example.com,13845563456,北京市朝阳区建国路52号,销售部,PRD3432,5489.52,79.5,36.6,118
2023-11-13,李四,42,5153,user316@example.com,17487686088,北京市朝阳区建国路100号,市场部,PRD4163,4051.01,84.3,19.4,91
2025-02-15,李四,44,6980,user776@example.com,17124832798,北京市朝阳区建国路10号,技术部,PRD4793,2248.4,92.4,14.9,87
2024-06-14,张三,46,19199,user530@example.com,17270891815,北京市朝阳区建国路54号,人事部,PRD8293,2651.96,66.8,24.7,110
2025-01-27,周九,54,7896,user757@example.com,13303672405,北京市朝阳区建国路98号,人事部,PRD3034,2003.82,66.2,21.0,112
2024-02-14,吴十,49,5614,user409@example.com,18102611506,北京市朝阳区建国路26号,人事部,PRD9478,1772.76,76.6,21.8,102
2023-01-26,钱七,44,14524,user25@example.com,13360424236,北京市朝阳区建国路37号,技术部,PRD8939,1789.49,72.6,45.3,92
2023-06-27,李四,56,14106,user177@example.com,19774231364,北京市朝阳区建国路36号,销售部,PRD2392,20249.08,91.7,20.5,108
2024-12-11,李四,24,12437,user710@example.com,18303171555,北京市朝阳区建国路4号,技术部,PRD5200,2801.88,83.9,11.1,98
2025-02-03,赵六,33,17218,user764@example.com,15781954681,北京市朝阳区建国路14号,技术部,PRD7440,4591.01,87.2,20.0,115
2023-04-22,吴十,33,10232,user111@example.com,13172507963,北京市朝阳区建国路49号,销售部,PRD5021,6223.95,100,12.7,102
2023-09-20,孙八,23,11136,user262@example.com,15917072281,北京市朝阳区建国路32号,销售部,PRD7402,3678.93,88.9,8.0,84
2023-03-03,王五,55,9380,user@.com,18211323263,北京市朝阳区建国路84号,市场部,PRD4097,4253.58,88.4,21.6,98
2024-11-08,孙八,36,16718,user677@example.com,15534486589,北京市朝阳区建国路16号,人事部,PRD3608,2190.91,87.5,23.7,104
2025-01-29,孙八,41,16703,user759@example.com,17508318975,北京市朝阳区建国路37号,市场部,PRD1671,3015.4,66.2,26.2,86
2023-07-15,赵六,41,18221,user195@example.com,17875487965,北京市朝阳区建国路17号,销售部,PRD3093,5530.18,88.1,19.1,86
2025-01-07,吴十,41,13707,user737@example.com,17917632564,北京市朝阳区建国路47号,人事部,PRD9540,10443.38,77.5,16.4,106
2023-02-26,李四,48,8888.88,user56@example.com,17614539766,北京市朝阳区建国路70号,人事部,PRD2881,7519.58,72.4,43.3,94
2024-12-31,赵六,48,17857,user730@example.com,17342804494,北京市朝阳区建国路63号,市场部,PRD9728,2590.45,84.0,22.1,91
2023-02-11,李四,0,13666,user41@example.com,19411677297,北京市朝阳区建国路82号,人事部,PRD9156,2292.79,91.9,8.4,98
2024-08-18,钱七,43,14903,user595@example.com,13796847264,北京市朝阳区建国路55号,销售部,PRD2001,4037.1,75.2,11.1,101
2023-03-09,孙八,42,10588,user@example.com.,18934291336,北京市朝阳区建国路36号,技术部,PRD2113,2271.2,76.7,19.9,106
2023-03-28,赵六,36,14181,user86@example.com,19900933305,"北京市朝阳区建国路1号
",人事部,PRD7970,2384.34,94.2,25.7,89
2024-04-20,钱七,51,8760,user475@example.com,17449322952,北京市朝阳区建国路11号,人事部,PRD2404,4025.91,92.6,27.5,107
2024-07-16,吴十,22,6933,user562@example.com,17209161381,北京市朝阳区建国路85号,人事部,PRD4927,1988.02,65.9,30.2,109
2024-02-07,李四,35,10085,user402@example.com,13836453806,北京市朝阳区建国路38号,人事部,PRD4085,2759.7,88.0,7.0,116
2023-02-20,李四,55,-5000,user50@example.com,13327120198,北京市朝阳区建国路32号,技术部,PRD8879,1193.45,85.3,6.4,79
2024-10-11,王五,56,8741,user649@example.com,15564505165,北京市朝阳区建国路60号,技术部,PRD5203,2728.02,97.2,10.9,94
2024-02-11,赵六,58,9497,user406@example.com,19572060036,北京市朝阳区建国路65号,技术部,PRD4443,3281.03,87.2,20.5,97
2024-04-27,吴十,42,5145,user482@example.com,17218997037,北京市朝阳区建国路92号,销售部,PRD3793,909.07,77.8,18.7,91
2023-04-20,李四,54,11645,user109@example.com,17300850756,北京市朝阳区建国路17号,技术部,,3572.69,79.4,13.8,97
2023-12-16,吴十,41,8640,user349@example.com,19744697412,北京市朝阳区建国路1号,技术部,PRD5390,1898.29,72.0,12.4,100
2025-05-14,张三,21,19427,user864@example.com,19587602426,北京市朝阳区建国路8号,市场部,PRD5648,2367.56,87.2,5.0,83
2024-06-01,周九,42,10429,user517@example.com,17636701716,北京市朝阳区建国路95号,人事部,PRD3506,6799.9,100,12.0,97
2024-11-29,王五,34,6040,user698@example.com,13599670858,北京市朝阳区建国路25号,销售部,PRD1510,3168.82,94.5,16.2,95
2024-03-29,吴十,48,14005,user453@example.com,19759804126,北京市朝阳区建国路8号,人事部,PRD5242,2992.47,63.7,13.2,119
2025-07-11,吴十,52,16653,user922@example.com,19735725095,北京市朝阳区建国路2号,技术部,PRD1099,1607.41,73.5,19.4,106
2023-09-26,钱七,26,8028,user268@example.com,19578375334,北京市朝阳区建国路93号,人事部,PRD5829,4462.86,86.4,12.7,82
2024-01-20,李四,35,10913,user384@example.com,19557165354,北京市朝阳区建国路79号,市场部,PRD2589,2604.74,84.5,16.0,100
2024-08-17,李四,31,16579,user594@example.com,13613774869,北京市朝阳区建国路7号,市场部,PRD8593,3967.2,89.5,7.6,92
2024-07-22,王五,25,12490,user568@example.com,19260442626,北京市朝阳区建国路74号,销售部,PRD3660,2983.11,89.9,11.4,99
2023-05-25,吴十,39,12221,user144@example.com,17591310072,北京市朝阳区建国路29号,市场部,PRD1678,1620.53,84.5,21.3,108
2024-12-18,钱七,35,10346,user717@example.com,13722733793,北京市朝阳区建国路29号,市场部,PRD8532,2059.43,68.7,24.3,104
2025-06-06,张三,54,15361,user887@example.com,18896029621,北京市朝阳区建国路24号,人事部,PRD3552,4452.61,89.8,34.7,103
2024-09-05,王五,48,11183,user613@example.com,15783338543,北京市朝阳区建国路39号,人事部,PRD7131,1771.75,77.9,30.7,108
2023-06-10,王五,56,9547,user160@example.com,19850874400,北京市朝阳区建国路85号,技术部,PRD5184,3018.38,97.0,8.1,97
2024-12-27,张三,22,19414,user726@example.com,19372078397,北京市朝阳区建国路2号,销售部,PRD6256,7694.99,73.5,20.8,86
2023-03-10,吴十,59,16312,.user@example.com,15746989162,北京市朝阳区建国路46号,技术部,PRD9633,4527.08,100,8.7,128
2023-11-11,周九,51,5481,user314@example.com,19974855837,北京市朝阳区建国路100号,市场部,PRD9110,2013.35,80.3,26.3,106
2025-08-26,钱七,55,11078,user968@example.com,13959164902,北京市朝阳区建国路93号,人事部,PRD7769,1366.83,91.8,9.7,103
2024-06-15,李四,21,8845,user531@example.com,15550769936,北京市朝阳区建国路13号,销售部,PRD4375,5885.59,87.7,30.7,109
2024-05-19,吴十,54,12486,user504@example.com,19805747997,北京市朝阳区建国路77号,技术部,PRD4880,3503.35,91.4,20.5,99
2024-05-11,赵六,28,15233,user496@example.com,18268621506,北京市朝阳区建国路12号,技术部,PRD6851,14568.34,93.8,16.1,95
2024-05-10,赵六,31,15426,user495@example.com,13649575051,北京市朝阳区建国路7号,人事部,PRD9222,2797.36,94.6,33.7,107
2023-01-32,赵六,21,6854,user16@example.com,18762714421,北京市朝阳区建国路93号,人事部,PRD5938,4185.18,91.8,14.0,91
2024-08-04,吴十,34,5954,user581@example.com,18611970137,北京市朝阳区建国路30号,人事部,PRD4344,1417.21,90.5,7.1,97
2024-06-29,钱七,25,7466,user545@example.com,13783685903,北京市朝阳区建国路96号,人事部,PRD2041,5001.21,87.9,24.0,86
2024-12-19,钱七,50,10043,user718@example.com,13860558527,北京市朝阳区建国路28号,人事部,PRD7159,2380.06,72.6,23.9,101
2023-05-01,钱七,34,13038,user120@example.com,13708219933,北京市朝阳区建国路44号,技术部,PRD7556,7299.88,88.3,8.1,108
2024-01-04,赵六,36,11609,user368@example.com,17839702544,北京市朝阳区建国路3号,技术部,PRD9291,3499.15,84.2,13.1,79
2023-03-02,赵六,29,11320,invalid_email,15887339420,北京市朝阳区建国路45号,销售部,PRD1820,5510.65,92.9,16.2,110
2024-04-04,李四,23,13436,user459@example.com,13983684289,北京市朝阳区建国路38号,技术部,PRD3292,7779.04,100,15.4,104
2024-08-13,周九,51,18913,user590@example.com,15929275448,北京市朝阳区建国路98号,技术部,PRD2876,3380.56,79.9,7.3,85
2025-07-21,王五,27,9109,user932@example.com,19927296854,北京市朝阳区建国路58号,销售部,PRD4394,2714.77,84.2,15.8,77
2024-04-24,王五,56,13567,user479@example.com,15461262658,北京市朝阳区建国路15号,人事部,PRD8161,2053.89,91.7,2.8,100
2023-02-27,李四,37,12345.678,user57@example.com,19990643160,北京市朝阳区建国路48号,人事部,PRD8028,9933.38,93.1,41.5,101
2023-06-29,吴十,52,6308,user179@example.com,19426782740,北京市朝阳区建国路85号,市场部,PRD7195,1898.7,85.8,8.2,103
2024-02-01,李四,33,6521,user396@example.com,17397930638,北京市朝阳区建国路60号,技术部,PRD4394,2064.28,82.6,23.7,107
2023-06-17,赵六,31,5943,user167@example.com,17645838699,北京市朝阳区建国路87号,市场部,PRD7047,1682.44,83.2,21.2,101
2025-02-23,钱七,45,7255,user784@example.com,19338478210,北京市朝阳区建国路41号,市场部,PRD6421,4658.81,98.7,32.2,93
2024-09-12,李四,21,12314,user620@example.com,15430207805,北京市朝阳区建国路83号,技术部,PRD4957,3489.58,73.0,30.3,119
2025-05-02,吴十,57,5213,user852@example.com,18917308452,北京市朝阳区建国路52号,技术部,PRD4908,8461.99,99.2,5.5,97
2025-08-06,李四,21,16894,user948@example.com,13888732828,北京市朝阳区建国路52号,销售部,PRD9946,2596.08,76.8,7.9,95
2025-04-23,王五,23,14759,user843@example.com,18712623506,北京市朝阳区建国路8号,技术部,PRD6245,1985.17,85.3,21.0,93
2023-03-24,赵六,20,9422,user82@example.com,18989136502,beijing chaoyang,销售部,PRD8380,6201.96,86.8,4.9,93
2024-02-24,吴十,51,5130,user419@example.com,18291673280,北京市朝阳区建国路29号,市场部,PRD9249,2565.66,82.7,18.1,106
2023-12-27,赵六,51,7708,user360@example.com,13741980788,北京市朝阳区建国路83号,技术部,PRD8946,5685.1,81.4,38.2,111
2024-12-07,张三,29,9569,user706@example.com,19764054579,北京市朝阳区建国路66号,市场部,PRD5204,2607.32,89.3,18.2,111
2025-03-18,吴十,41,9473,user807@example.com,19641881979,北京市朝阳区建国路38号,人事部,PRD4526,3173.57,92.7,25.7,114
2024-08-11,王五,31,8972,user588@example.com,18252039224,北京市朝阳区建国路40号,技术部,PRD5739,8780.66,86.9,15.8,93
2023-08-04,钱七,58,17145,user215@example.com,13167833488,北京市朝阳区建国路93号,市场部,PRD3082,2411.73,待评估,9.4,106
2023-05-27,张三,30,8300,user146@example.com,13175844800,北京市朝阳区建国路90号,市场部,PRD6349,3855.63,96.0,43.3,91
2025-06-29,吴十,27,19171,user910@example.com,15506109106,北京市朝阳区建国路53号,技术部,PRD9719,4519.19,91.8,17.8,105
2023-05-28,张三,47,11722,user147@example.com,17352090256,北京市朝阳区建国路58号,市场部,PRD5609,4518.17,78.7,14.9,110
2023-10-22,吴十,48,14442,user294@example.com,17952285448,北京市朝阳区建国路8号,技术部,PRD6136,2946.43,90.6,17.8,101
2023-09-19,王五,52,19060,user261@example.com,15122955324,北京市朝阳区建国路64号,销售部,PRD1514,3320.1,98.3,33.4,113
2025-08-04,钱七,23,6927,user946@example.com,19665439065,北京市朝阳区建国路39号,技术部,PRD7143,3040.2,96.1,14.1,87
2025-08-16,吴十,34,9644,user958@example.com,18131471503,北京市朝阳区建国路36号,市场部,PRD3667,1714.51,90.1,5.9,121
2023-08-29,王五,39,17116,user240@example.com,19424583307,北京市朝阳区建国路16号,销售部,PRD2079,5426.16,86.0,18.8,92
2024-12-25,赵六,23,16296,user724@example.com,19732904876,北京市朝阳区建国路40号,市场部,PRD2309,4019.58,80.4,11.9,108
2023-01-01,孙八,58,16725,user0@example.com,15972432792,北京市朝阳区建国路85号,技术部,PRD2501,4002.14,80.6,5.0,98
2025-02-11,李四,37,17155,user772@example.com,15173988095,北京市朝阳区建国路52号,技术部,PRD6603,1407.76,96.8,8.7,119
2023-03-04,张三,33,17350,@example.com,15887822880,北京市朝阳区建国路82号,市场部,PRD1601,4755.31,90.7,74.7,94
2025-08-02,李四,46,8427,user944@example.com,15689220202,北京市朝阳区建国路54号,人事部,PRD6275,3663.86,87.1,11.9,102
